    -20, FFEC, -3.117302
    -10, FFF6, -3.058651
      4, 0004, -2.976540
     25, 0019, -2.853372
     35, 0023, -2.794721
     21, 0015, -2.876833
      6, 0006, -2.964809
      4, 0004, -2.976540
      6, 0006, -2.964809
     -2, FFFE, -3.011730
     -2, FFFE, -3.011730
      7, 0007, -2.958944
     10, 000A, -2.941349
     19, 0013, -2.888563
     27, 001B, -2.841642
     39, 0027, -2.771261
     61, 003D, -2.642229
     77, 004D, -2.548387
     66, 0042, -2.612903
     40, 0028, -2.765396
     24, 0018, -2.859237
     28, 001C, -2.835777
     44, 002C, -2.741935
     52, 0034, -2.695015
     38, 0026, -2.777126
     18, 0012, -2.894428
      7, 0007, -2.958944
      6, 0006, -2.964809
      4, 0004, -2.976540
      7, 0007, -2.958944
     25, 0019, -2.853372
     43, 002B, -2.747801
     39, 0027, -2.771261
     21, 0015, -2.876833
     18, 0012, -2.894428
     33, 0021, -2.806452
     39, 0027, -2.771261
     51, 0033, -2.700880
     67, 0043, -2.607038
     80, 0050, -2.530792
     89, 0059, -2.478006
     99, 0063, -2.419355
    109, 006D, -2.360704
     99, 0063, -2.419355
     64, 0040, -2.624633
     33, 0021, -2.806452
     39, 0027, -2.771261
     57, 0039, -2.665689
     53, 0035, -2.689150
     25, 0019, -2.853372
      1, 0001, -2.994135
     -3, FFFD, -3.017595
     10, 000A, -2.941349
     19, 0013, -2.888563
     11, 000B, -2.935484
     -2, FFFE, -3.011730
    -13, FFF3, -3.076246
    -24, FFE8, -3.140763
    -22, FFEA, -3.129032
      5, 0005, -2.970675
     25, 0019, -2.853372
      8, 0008, -2.953079
    -17, FFEF, -3.099707
    -11, FFF5, -3.064516
      7, 0007, -2.958944
     13, 000D, -2.923754
     -5, FFFB, -3.029325
    -24, FFE8, -3.140763
    -21, FFEB, -3.123167
      7, 0007, -2.958944
     34, 0022, -2.800586
     29, 001D, -2.829912
     13, 000D, -2.923754
      9, 0009, -2.947214
     22, 0016, -2.870968
     32, 0020, -2.812317
     26, 001A, -2.847507
     34, 0022, -2.800586
     51, 0033, -2.700880
     68, 0044, -2.601173
     70, 0046, -2.589443
     54, 0036, -2.683285
     43, 002B, -2.747801
     44, 002C, -2.741935
     60, 003C, -2.648094
     68, 0044, -2.601173
     49, 0031, -2.712610
     23, 0017, -2.865103
     12, 000C, -2.929619
     25, 0019, -2.853372
     40, 0028, -2.765396
     37, 0025, -2.782991
     35, 0023, -2.794721
     35, 0023, -2.794721
     37, 0025, -2.782991
     42, 002A, -2.753666
     42, 002A, -2.753666
     28, 001C, -2.835777
     16, 0010, -2.906158
     17, 0011, -2.900293
     27, 001B, -2.841642
     33, 0021, -2.806452
     23, 0017, -2.865103
      5, 0005, -2.970675
     -7, FFF9, -3.041056
     -7, FFF9, -3.041056
     10, 000A, -2.941349
     35, 0023, -2.794721
     44, 002C, -2.741935
     50, 0032, -2.706745
     54, 0036, -2.683285
     49, 0031, -2.712610
     39, 0027, -2.771261
     44, 002C, -2.741935
     68, 0044, -2.601173
     69, 0045, -2.595308
     65, 0041, -2.618768
     54, 0036, -2.683285
     36, 0024, -2.788856
     27, 001B, -2.841642
     25, 0019, -2.853372
     17, 0011, -2.900293
      6, 0006, -2.964809
      1, 0001, -2.994135
     -6, FFFA, -3.035191
     -6, FFFA, -3.035191
      4, 0004, -2.976540
      8, 0008, -2.953079
     -2, FFFE, -3.011730
    -17, FFEF, -3.099707
    -10, FFF6, -3.058651
      4, 0004, -2.976540
     13, 000D, -2.923754
     18, 0012, -2.894428
      8, 0008, -2.953079
     -7, FFF9, -3.041056
    -21, FFEB, -3.123167
    -29, FFE3, -3.170088
    -44, FFD4, -3.258065
    -66, FFBE, -3.387097
    -90, FFA6, -3.527859
   -117, FF8B, -3.686217
   -147, FF6D, -3.862170
   -179, FF4D, -4.049853
   -218, FF26, -4.278593
   -264, FEF8, -4.548387
   -295, FED9, -4.730205
   -325, FEBB, -4.906158
   -370, FE8E, -5.170088
   -421, FE5B, -5.469208
   -458, FE36, -5.686217
   -489, FE17, -5.868035
   -516, FDFC, -6.026393
   -537, FDE7, -6.149560
   -562, FDCE, -6.296188
   -594, FDAE, -6.483871
   -620, FD94, -6.636364
   -642, FD7E, -6.765396
   -664, FD68, -6.894428
   -685, FD53, -7.017595
   -705, FD3F, -7.134897
   -708, FD3C, -7.152493
   -697, FD47, -7.087976
   -701, FD43, -7.111437
   -716, FD34, -7.199413
   -712, FD38, -7.175953
   -682, FD56, -7.000000
   -659, FD6D, -6.865103
   -652, FD74, -6.824047
   -654, FD72, -6.835777
   -662, FD6A, -6.882698
   -663, FD69, -6.888563
   -603, FDA5, -6.536657
   -429, FE53, -5.516129
   -204, FF34, -4.196481
     -2, FFFE, -3.011730
    165, 00A5, -2.032258
    322, 0142, -1.111437
    488, 01E8, -0.137830
    658, 0292,  0.859238
    801, 0321,  1.697947
    902, 0386,  2.290323
    954, 03BA,  2.595308
    981, 03D5,  2.753666
   1000, 03E8,  2.865103
   1028, 0404,  3.029325
   1074, 0432,  3.299120
